path,class,group_id,kind
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01d7f4fe-793f-4a9b-bc8b-8aa05200984f___GCREC_Bact.Sp 2984__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01d7f4fe-793f-4a9b-bc8b-8aa05200984f,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01e079ba-939a-4681-8983-db663f4a859b,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/01f13167-f508-4ef2-8720-4e973438f8fc,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526___UF.GRC_BS_Lab Leaf 8682__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/022e8a4a-9297-4de3-88a5-ee7aa46dd526,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32___GCREC_Bact.Sp 3191__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02626a44-a613-4402-a6b0-243858736e32,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed___GCREC_Bact.Sp 5841__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/02dfe58f-0ad1-4bf6-838a-e145978b1eed,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/030501db-683b-4ed5-9ec0-c475a5dfdd76,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398___GCREC_Bact.Sp 5801__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03aa14e9-9ee4-4ba2-819d-effb3d1ba398,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__aug004.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6___GCREC_Bact.Sp 2995__aug005.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03af6874-872f-41e1-bce4-b3022bd7a9e6,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325__orig.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943,orig
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325__aug001.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325__aug002.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943,aug
dataset/plantvillage_tomato/aug/Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943___GCREC_Bact.Sp 6325__aug003.jpg,Tomato_Bacterial_spot,Tomato_Bacterial_spot/03c8e0d0-6c57-4207-ad44-4d017c3e7943,aug
